"Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
0,-0.99999,-0.0036304,-0.0094203,-0.0028464,0.3925
0,-0.99999,-0.0036304,-0.010518,-0.0028464,0.3925
0,-0.99999,-0.0036304,-0.011651,-0.0028464,0.3925
0,-0.99999,-0.0036304,-0.012826,-0.0028464,0.3925
0,-0.99999,-0.0036304,-0.01405,-0.0028464,0.3925
0,-0.99999,-0.0036304,-0.015328,-0.0028464,0.3925
0,-0.99999,-0.0036304,-0.016671,-0.0028464,0.3925
0.00029823,-0.99999,-0.0036304,-0.018086,-0.0028464,0.3925
-0.019329,-0.99981,-0.0036298,-0.019504,-0.0028473,0.3925
-0.081616,-0.99666,-0.0036184,-0.020903,-0.0027923,0.3925
-0.16584,-0.98615,-0.0035802,-0.022242,-0.0026252,0.3925
-0.24957,-0.96835,-0.0035156,-0.023586,-0.00234,0.3925
-0.33282,-0.94298,-0.0034235,-0.024924,-0.0019329,0.3925
-0.4146,-0.91,-0.0033037,-0.026236,-0.0014038,0.3925
-0.49392,-0.8695,-0.0031567,-0.027512,-0.00075296,0.3925
-0.56991,-0.8217,-0.0029832,-0.028731,1.4023e-05,0.3925
-0.64162,-0.76702,-0.0027846,-0.029884,0.00089277,0.3925
-0.70819,-0.70602,-0.0025632,-0.030953,0.001872,0.3925
-0.76889,-0.63938,-0.0023213,-0.031928,0.0029433,0.3925
-0.82315,-0.56783,-0.0020615,-0.032799,0.0040917,0.3925
